job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Engineer,Cloud Data Engineer t? 3 nÉm kinh nghiám l??ng upto $2000 (Global...,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,14/06/2023 10:17,TRUE,FALSE,Vietnam,,,,VMO Group,"['sql', 'mongodb', 'mongodb', 'sql server', 'aws', 'oracle', 'azure', 'spark', 'hadoop', 'airflow', 'kafka', 'cognos', 'tableau']","{'analyst_tools': ['cognos', 'tableau'], 'cloud': ['aws', 'oracle', 'azure'], 'databases': ['mongodb', 'sql server'], 'libraries': ['spark', 'hadoop', 'airflow', 'kafka'], 'programming': ['sql', 'mongodb']}"
Data Scientist,"Data Science Intern, ZaloPay","Ho Chi Minh City, Vietnam",via Indeed,Internship,FALSE,Vietnam,23/08/2023 10:20,FALSE,FALSE,Vietnam,,,,VNG,"['python', 'java', 'scala', 'scikit-learn', 'hadoop', 'spark', 'tensorflow', 'pytorch']","{'libraries': ['scikit-learn', 'hadoop', 'spark', 'tensorflow', 'pytorch'], 'programming': ['python', 'java', 'scala']}"
Data Analyst,[LSP] HR Data Analyst,Vietnam,via Trabajo.org,Full-time,FALSE,Vietnam,20/06/2023 10:16,FALSE,FALSE,Vietnam,,,,Manpower Vietnam,"['sql', 'power bi', 'excel']","{'analyst_tools': ['power bi', 'excel'], 'programming': ['sql']}"
Data Analyst,FMC Compliance Data Analyst,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,17/10/2023 10:30,TRUE,FALSE,Vietnam,,,,SEKO Logistics,"['powerpoint', 'excel', 'word']","{'analyst_tools': ['powerpoint', 'excel', 'word']}"
Data Scientist,Data mining specialist,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,09/08/2023 10:10,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH JAC Recruitment Vietnam,,
Data Engineer,DATA ENGINEER/DATA ANALYST,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,06/09/2023 10:35,FALSE,FALSE,Vietnam,,,,Gene Solutions,['bash'],{'programming': ['bash']}
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,27/10/2023 10:25,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n ViÖn ThÙng FPT Telecom,"['r', 'python', 'matlab', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'hadoop', 'spark', 'matplotlib']","{'databases': ['mongodb', 'cassandra'], 'libraries': ['hadoop', 'spark', 'matplotlib'], 'programming': ['r', 'python', 'matlab', 'sql', 'nosql', 'mongodb']}"
Data Analyst,Head of Data Analytics,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,29/05/2023 10:12,FALSE,FALSE,Vietnam,,,,Pegasi,,
Data Engineer,K? S? Ph‚n TÌch D? Liáu Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,07/07/2023 10:23,TRUE,FALSE,Vietnam,,,,CîNG TY CP ??U T? LIäN DOANH VIÜT ANH,,
Data Engineer,"Data Engineer (Ng‡nh Ecommerce, Big Data)","Hanoi, Vietnam",via Indeed,Full-time,FALSE,Vietnam,30/12/2023 10:17,TRUE,FALSE,Vietnam,,,,cÙng ty cï ph?n khoa h?c d? liáu,"['python', 'java', 'elasticsearch', 'hadoop', 'spark', 'kafka']","{'databases': ['elasticsearch'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['python', 'java']}"
Data Engineer,Data Engineer I/II,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,18/01/2023 10:25,FALSE,FALSE,Vietnam,,,,Rackspace Technology,"['sql', 'python', 'java', 'c++', 'scala', 'sql server', 'mysql', 'azure', 'oracle', 'spark', 'hadoop', 'kafka', 'airflow', 'notion']","{'async': ['notion'], 'cloud': ['azure', 'oracle'], 'databases': ['sql server', 'mysql'], 'libraries': ['spark', 'hadoop', 'kafka', 'airflow'], 'programming': ['sql', 'python', 'java', 'c++', 'scala']}"
Data Engineer,[Data Platform] Äì Data Engineer,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,17/10/2023 10:30,TRUE,FALSE,Vietnam,,,,KiotViet,"['python', 'java', 'kafka', 'spark', 'hadoop']","{'libraries': ['kafka', 'spark', 'hadoop'], 'programming': ['python', 'java']}"
Data Engineer,Data Engineer II,"Ho Chi Minh City, Vietnam",via Indeed,Full-time,FALSE,Vietnam,13/11/2023 11:08,TRUE,FALSE,Vietnam,,,,ZALORA SOUTH EAST ASIA PTE LTD,"['php', 'golang', 'python', 'sql', 'no-sql', 'mongodb', 'mongodb', 'r', 'mysql', 'postgresql', 'elasticsearch', 'aws', 'redshift', 'bigquery', 'gcp', 'azure', 'airflow', 'linux', 'tableau', 'power bi', 'docker', 'git', 'jenkins', 'ansible', 'terraform', 'jira']","{'analyst_tools': ['tableau', 'power bi'], 'async': ['jira'], 'cloud': ['aws', 'redshift', 'bigquery', 'gcp', 'azure'], 'databases': ['mongodb', 'mysql', 'postgresql', 'elasticsearch'], 'libraries': ['airflow'], 'os': ['linux'], 'other': ['docker', 'git', 'jenkins', 'ansible', 'terraform'], 'programming': ['php', 'golang', 'python', 'sql', 'no-sql', 'mongodb', 'r']}"
Data Engineer,Data Quality Engineer,Vietnam,via The Muse,Full-time,FALSE,Vietnam,08/06/2023 10:36,TRUE,FALSE,Vietnam,,,,EPAM Systems,"['sql', 'java', 'python', 'go', 'pyspark', 'hadoop']","{'libraries': ['pyspark', 'hadoop'], 'programming': ['sql', 'java', 'python', 'go']}"
Data Engineer,Data Engineer Lead,"Hanoi, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,29/11/2023 10:30,FALSE,FALSE,Vietnam,,,,Hconnect,"['spark', 'hadoop', 'kafka', 'tensorflow', 'pytorch', 'keras', 'scikit-learn']","{'libraries': ['spark', 'hadoop', 'kafka', 'tensorflow', 'pytorch', 'keras', 'scikit-learn']}"
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,27/10/2023 10:25,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n ViÖn ThÙng FPT Telecom,"['c++', 'java', 'python', 'sql', 'r', 'mysql', 'hadoop', 'spark', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'databases': ['mysql'], 'libraries': ['hadoop', 'spark'], 'programming': ['c++', 'java', 'python', 'sql', 'r']}"
Data Engineer,Senior Site Reliability Engineer (Data Infrastructure team),"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,16/04/2023 10:28,TRUE,FALSE,Vietnam,,,,Axon,"['shell', 'sql', 'nosql', 'azure', 'aws', 'linux', 'docker', 'kubernetes', 'jenkins']","{'cloud': ['azure', 'aws'], 'os': ['linux'], 'other': ['docker', 'kubernetes', 'jenkins'], 'programming': ['shell', 'sql', 'nosql']}"
Data Analyst,HR Data Analyst,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,15/09/2023 10:11,TRUE,FALSE,Vietnam,,,,CÙng Ty TNHH CJ Foods Viát Nam,,
Data Engineer,Lead Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,15/12/2023 10:45,TRUE,FALSE,Vietnam,,,,MoMo (M_Service),"['java', 'go', 'python', 'kotlin', 'nosql', 'sql', 'gcp', 'aws', 'azure', 'spark', 'docker']","{'cloud': ['gcp', 'aws', 'azure'], 'libraries': ['spark'], 'other': ['docker'], 'programming': ['java', 'go', 'python', 'kotlin', 'nosql', 'sql']}"
Data Analyst,IT Data Analytics Specialist,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,15/06/2023 10:33,FALSE,FALSE,Vietnam,,,,NestlÈ,"['sql', 'nosql', 'python', 'scala', 'r', 'java', 'powershell', 'c#', 'azure', 'hadoop', 'spark', 'jupyter', 'sap']","{'analyst_tools': ['sap'], 'cloud': ['azure'], 'libraries': ['hadoop', 'spark', 'jupyter'], 'programming': ['sql', 'nosql', 'python', 'scala', 'r', 'java', 'powershell', 'c#']}"
Data Analyst,Data Analyst,Anywhere,via LinkedIn,Full-time,TRUE,Vietnam,30/11/2023 10:30,FALSE,FALSE,Vietnam,,,,Headhunter,"['sql', 'python', 'r', 'bigquery', 'spreadsheet', 'excel', 'tableau']","{'analyst_tools': ['spreadsheet', 'excel', 'tableau'], 'cloud': ['bigquery'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Engineer Bi?t Aws,"Hanoi, Vietnam",via BeBee,Full-time,FALSE,Vietnam,27/10/2023 10:26,TRUE,FALSE,Vietnam,,,,CîNG TY TNHH GI?I PH¡P PHÇN TÕCH D? LIÜU INSIGHT DATA,"['python', 'bash', 'shell', 'aws', 'redshift', 'pyspark']","{'cloud': ['aws', 'redshift'], 'libraries': ['pyspark'], 'programming': ['python', 'bash', 'shell']}"
Data Engineer,Data analyst / Data engineer,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,24/05/2023 10:13,FALSE,FALSE,Vietnam,,,,FPT Software,"['sql', 'sas', 'sas', 'python', 'java', 'mysql', 'postgresql', 'oracle', 'snowflake', 'airflow', 'power bi', 'tableau', 'microstrategy', 'ssis']","{'analyst_tools': ['sas', 'power bi', 'tableau', 'microstrategy', 'ssis'], 'cloud': ['oracle', 'snowflake'], 'databases': ['mysql', 'postgresql'], 'libraries': ['airflow'], 'programming': ['sql', 'sas', 'python', 'java']}"
Data Analyst,Data Analyst - H‡ Nôi - TA 139,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,05/06/2023 10:35,TRUE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Viát Nam Thãnh V??ng - VPBANK,,
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,17/10/2023 10:30,TRUE,FALSE,Vietnam,,,,Home Credit Vietnam,"['python', 'scala', 'sql', 'oracle', 'spark', 'hadoop', 'kafka', 'airflow', 'yarn', 'flow']","{'cloud': ['oracle'], 'libraries': ['spark', 'hadoop', 'kafka', 'airflow'], 'other': ['yarn', 'flow'], 'programming': ['python', 'scala', 'sql']}"
Data Analyst,Performance and Data Analyst,Vietnam,via Vn.linkedin.com,Full-time,FALSE,Vietnam,01/02/2023 11:03,FALSE,FALSE,Vietnam,,,,MA-SBTC,"['sql', 'r', 'python']","{'programming': ['sql', 'r', 'python']}"
Data Engineer,Data Engineer t? 3 nÉm kinh nghiám (Global Market),"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,25/07/2023 10:18,TRUE,FALSE,Vietnam,,,,VMO Group,"['sql', 'nosql', 'mongodb', 'mongodb', 'aws', 'redshift']","{'cloud': ['aws', 'redshift'], 'databases': ['mongodb'], 'programming': ['sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer Lead,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,20/11/2023 10:30,TRUE,FALSE,Vietnam,,,,DatvietVAC Group Holdings,"['hadoop', 'spark', 'kafka']","{'libraries': ['hadoop', 'spark', 'kafka']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,18/10/2023 10:29,TRUE,FALSE,Vietnam,,,,TotallyAwesome,"['python', 'sql', 'aws', 'gcp', 'airflow']","{'cloud': ['aws', 'gcp'], 'libraries': ['airflow'], 'programming': ['python', 'sql']}"
Data Scientist,Senior/ Expert Data Scientist,Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,11/09/2023 10:12,FALSE,FALSE,Vietnam,,,,VPBank,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Scientist,Data Scientist (Predictive Modeling),Anywhere,via LinkedIn,Full-time,TRUE,Vietnam,11/12/2023 11:02,FALSE,FALSE,Vietnam,,,,ThinkPrompt,"['sql', 'aws', 'azure', 'gcp', 'matplotlib', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['matplotlib'], 'programming': ['sql']}"
Data Engineer,Data Enginner,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,04/04/2023 10:30,TRUE,FALSE,Vietnam,,,,CîNG TY TNHH B?O HIÇM NHÇN THå MB AGEAS,,
Data Analyst,DATA SUPPORT,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,21/04/2023 10:31,TRUE,FALSE,Vietnam,,,,Wall Street English,,
Data Engineer,Data Engineer,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,09/10/2023 10:33,FALSE,FALSE,Vietnam,,,,Viettel Telecom,"['nosql', 'java', 'scala', 'sql', 'mongodb', 'mongodb', 'neo4j', 'cassandra', 'oracle', 'hadoop', 'spark', 'kafka']","{'cloud': ['oracle'], 'databases': ['mongodb', 'neo4j', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['nosql', 'java', 'scala', 'sql', 'mongodb']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via JOBSGO,Full-time,FALSE,Vietnam,11/01/2023 10:26,TRUE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n CÙng Nghá V‡ Truy?n ThÙng Samo,,
Data Engineer,[EMN] Software Engineering Intern (Java Äì Python Äì Data Engineering),"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Internship,FALSE,Vietnam,22/06/2023 10:22,FALSE,FALSE,Vietnam,,,,Bosch ASEAN,"['java', 'python', 'html', 'css', 'javascript', 'sql', 'sql server', 'spring']","{'databases': ['sql server'], 'libraries': ['spring'], 'programming': ['java', 'python', 'html', 'css', 'javascript', 'sql']}"
Data Scientist,Data Scientist,Anywhere,via Vn.linkedin.com,Full-time,TRUE,Vietnam,11/01/2023 10:26,FALSE,FALSE,Vietnam,,,,JobsGO,"['python', 'spark', 'pyspark']","{'libraries': ['spark', 'pyspark'], 'programming': ['python']}"
Data Scientist,Analytics engineer,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,08/03/2023 10:20,FALSE,FALSE,Vietnam,,,,Joon Solutions,"['sql', 'python', 'r', 'gcp', 'aws', 'snowflake', 'power bi', 'looker']","{'analyst_tools': ['power bi', 'looker'], 'cloud': ['gcp', 'aws', 'snowflake'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,28/04/2023 10:11,FALSE,FALSE,Vietnam,,,,Wego.com,"['sql', 'python', 'aws', 'snowflake', 'airflow']","{'cloud': ['aws', 'snowflake'], 'libraries': ['airflow'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,10/11/2023 10:46,TRUE,FALSE,Vietnam,,,,"FTECH CO., LTD","['sql', 'nosql', 'mongodb', 'mongodb', 'scala', 'python', 'mysql', 'postgresql', 'elasticsearch', 'spark', 'kafka', 'tensorflow']","{'databases': ['mongodb', 'mysql', 'postgresql', 'elasticsearch'], 'libraries': ['spark', 'kafka', 'tensorflow'], 'programming': ['sql', 'nosql', 'mongodb', 'scala', 'python']}"
Data Analyst,Data Analyst,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,14/12/2023 10:27,TRUE,FALSE,Vietnam,,,,Grab,"['python', 'r', 'mysql', 'git']","{'databases': ['mysql'], 'other': ['git'], 'programming': ['python', 'r']}"
Data Scientist,Data Science,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,27/10/2023 10:25,FALSE,FALSE,Vietnam,,,,Zalo,"['python', 'sql', 'pyspark', 'spark']","{'libraries': ['pyspark', 'spark'], 'programming': ['python', 'sql']}"
Data Scientist,Database Engineer,"Ho Chi Minh City, Vietnam",via SmartRecruiters Job Search,Full-time,FALSE,Vietnam,11/05/2023 10:24,FALSE,FALSE,Vietnam,,,,Bosch Group,"['java', 'sql', 'oracle', 'sap']","{'analyst_tools': ['sap'], 'cloud': ['oracle'], 'programming': ['java', 'sql']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,23/06/2023 11:03,FALSE,FALSE,Vietnam,,,,UOB,"['sql', 'hadoop']","{'libraries': ['hadoop'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via VietNamNet,Full-time,FALSE,Vietnam,27/07/2023 10:18,TRUE,FALSE,Vietnam,,,,CÙng Ty CP Ch?ng Kho·n VNDIRECT,"['spark', 'hadoop']","{'libraries': ['spark', 'hadoop']}"
Data Engineer,R16530 - Data Engineer II - Vietnam,Anywhere,via Startup Jobs,Full-time,TRUE,Vietnam,28/03/2023 10:28,FALSE,FALSE,Vietnam,,,,Rackspace,"['sql', 'python', 'java', 'c++', 'scala', 'sql server', 'mysql', 'azure', 'oracle', 'spark', 'hadoop', 'kafka', 'notion']","{'async': ['notion'], 'cloud': ['azure', 'oracle'], 'databases': ['sql server', 'mysql'], 'libraries': ['spark', 'hadoop', 'kafka'], 'programming': ['sql', 'python', 'java', 'c++', 'scala']}"
Data Analyst,HO - Data Quality/ Data Governance Specialist,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,06/09/2023 10:35,TRUE,FALSE,Vietnam,,,,ACB - Ng‚n H‡ng TMCP ¡ Ch‚u,,
Data Analyst,Junior Data Analyst,Vietnam,via Fast Forward Job Board,Full-time,FALSE,Vietnam,19/07/2023 10:24,TRUE,FALSE,Vietnam,,,,Enveritas,"['python', 'excel']","{'analyst_tools': ['excel'], 'programming': ['python']}"
Data Analyst,HR Data Analyst,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,15/09/2023 10:11,FALSE,FALSE,Vietnam,,,,CJ Foods,"['sql', 'excel', 'tableau']","{'analyst_tools': ['excel', 'tableau'], 'programming': ['sql']}"
Data Engineer,Big Data Engineer (Python | Java - Spark | K8s | Kafka),"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,25/08/2023 10:24,TRUE,FALSE,Vietnam,,,,LARION,"['python', 'java', 'mysql', 'kafka', 'spark', 'kubernetes', 'docker']","{'databases': ['mysql'], 'libraries': ['kafka', 'spark'], 'other': ['kubernetes', 'docker'], 'programming': ['python', 'java']}"
Data Engineer,Data Engineer Manager,"Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,06/09/2023 10:35,FALSE,FALSE,Vietnam,,,,FPT Software Career,"['python', 'snowflake', 'aws', 'kafka', 'git']","{'cloud': ['snowflake', 'aws'], 'libraries': ['kafka'], 'other': ['git'], 'programming': ['python']}"
Data Scientist,Junior Data Scientist,"Hanoi, Vietnam",via Indeed,Full-time,FALSE,Vietnam,30/08/2023 10:29,FALSE,FALSE,Vietnam,,,,TechX Corporation,"['python', 'r', 'sql', 'aws']","{'cloud': ['aws'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,Data Engineer (Web Scraping) - up to $4000,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,16/04/2023 10:28,TRUE,FALSE,Vietnam,,,,Hyperion360 Inc.,,
Data Scientist,Data Scientist (Fresher),"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,06/10/2023 10:10,FALSE,FALSE,Vietnam,,,,CîNG TY Cî PH?N GI?I PH¡P THANH TO¡N S? (?ng d?ng MFAST),,
Data Engineer,Data Engineer,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,24/08/2023 10:41,FALSE,FALSE,Vietnam,,,,Freedom Property Investors,"['python', 'sql', 'sheets', 'looker']","{'analyst_tools': ['sheets', 'looker'], 'programming': ['python', 'sql']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,29/03/2023 11:03,TRUE,FALSE,Vietnam,,,,Viet Thai International Careers - VTI Group,,
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,09/05/2023 10:47,FALSE,FALSE,Vietnam,,,,VINAMILK - Vietnam Dairy Products Joint Stock Company,"['python', 'r', 'scala', 'sql']","{'programming': ['python', 'r', 'scala', 'sql']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Jobs.vn.indeed.com,Full-time,FALSE,Vietnam,22/12/2023 10:24,FALSE,FALSE,Vietnam,,,,RightShip,"['sql', 'python', 'sql server', 'azure', 'databricks', 'spark', 'pyspark', 'unity']","{'cloud': ['azure', 'databricks'], 'databases': ['sql server'], 'libraries': ['spark', 'pyspark'], 'other': ['unity'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,"Hanoi, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,19/06/2023 10:33,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n CÙng Nghá D? Liáu Dagoras,"['sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python']}"
Data Scientist,"Big data engineer (Kafka, Spark)","Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,12/04/2023 10:28,FALSE,FALSE,Vietnam,,,,Bosch Global Software Technologies Vietnam,"['java', 'hadoop', 'spark', 'kafka', 'unix', 'sap', 'yarn']","{'analyst_tools': ['sap'], 'libraries': ['hadoop', 'spark', 'kafka'], 'os': ['unix'], 'other': ['yarn'], 'programming': ['java']}"
Data Analyst,Data Analytics,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,27/10/2023 10:25,TRUE,FALSE,Vietnam,,,,CÙng ty TNHH GS 25,"['sql', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'programming': ['sql']}"
Data Engineer,Data Infrastructure Engineer - Python / Java (Very cool salary),"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,24/10/2023 10:58,TRUE,FALSE,Vietnam,,,,LARION,"['python', 'java', 'mysql', 'kafka', 'spark', 'kubernetes', 'docker']","{'databases': ['mysql'], 'libraries': ['kafka', 'spark'], 'other': ['kubernetes', 'docker'], 'programming': ['python', 'java']}"
Data Analyst,Data Analyst,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,26/10/2023 10:27,FALSE,FALSE,Vietnam,,,,LittleBig Connection,"['sql', 'python', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['sql', 'python']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via Jobs.vn.indeed.com,Full-time,FALSE,Vietnam,26/10/2023 10:27,FALSE,FALSE,Vietnam,,,,LittleBig Connection,"['sql', 'python', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,TRUE,Vietnam,01/11/2023 10:29,FALSE,FALSE,Vietnam,,,,ThinkPrompt,"['sql', 'aws', 'azure', 'gcp', 'matplotlib', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['matplotlib'], 'programming': ['sql']}"
Data Scientist,Data Scientist,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,25/07/2023 10:18,FALSE,FALSE,Vietnam,,,,HR1Vietnam Holdings - Leading Recruitment Firm,"['python', 'c++', 'pytorch', 'tensorflow']","{'libraries': ['pytorch', 'tensorflow'], 'programming': ['python', 'c++']}"
Data Engineer,"Senior Data Software Engineer (Python, SQL, Spark)",Vietnam,via The Muse,Full-time,FALSE,Vietnam,17/05/2023 10:37,FALSE,FALSE,Vietnam,,,,EPAM Systems,"['nosql', 'sql', 'python', 'go', 'elasticsearch', 'aws', 'azure', 'gcp', 'hadoop', 'spark', 'kafka', 'airflow', 'kubernetes', 'docker', 'jenkins', 'terraform']","{'cloud': ['aws', 'azure', 'gcp'], 'databases': ['elasticsearch'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['kubernetes', 'docker', 'jenkins', 'terraform'], 'programming': ['nosql', 'sql', 'python', 'go']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,24/10/2023 10:58,FALSE,FALSE,Vietnam,,,,Glints' Client,"['python', 'java', 'scala', 'sql', 'nosql', 'aws', 'gcp', 'tensorflow', 'pytorch', 'scikit-learn', 'kafka', 'spark']","{'cloud': ['aws', 'gcp'], 'libraries': ['tensorflow', 'pytorch', 'scikit-learn', 'kafka', 'spark'], 'programming': ['python', 'java', 'scala', 'sql', 'nosql']}"
Data Engineer,Data Engineer (ETL Developer),"Hanoi, Vietnam",via Jobs.vn.indeed.com,Full-time,FALSE,Vietnam,14/11/2023 10:52,FALSE,FALSE,Vietnam,,,,SVTECH,"['oracle', 'aws', 'power bi', 'qlik', 'word']","{'analyst_tools': ['power bi', 'qlik', 'word'], 'cloud': ['oracle', 'aws']}"
Data Engineer,IT Data Engineer (MLOps/Feature Store),"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,04/07/2023 10:19,FALSE,FALSE,Vietnam,,,,Home Credit Vietnam,"['python', 'airflow', 'linux', 'kubernetes']","{'libraries': ['airflow'], 'os': ['linux'], 'other': ['kubernetes'], 'programming': ['python']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,12/07/2023 10:18,FALSE,FALSE,Vietnam,,,,Deliveree On-Demand Logistics (Southeast Asia),"['python', 'postgresql', 'bigquery', 'looker', 'power bi']","{'analyst_tools': ['looker', 'power bi'], 'cloud': ['bigquery'], 'databases': ['postgresql'], 'programming': ['python']}"
Data Engineer,Junior Data Engineer,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,04/04/2023 10:30,TRUE,FALSE,Vietnam,,,,CÙng Ty CP D??c Ph?m Pharmacity,"['azure', 'flow']","{'cloud': ['azure'], 'other': ['flow']}"
Data Engineer,(HCMC) GCP Cloud Data Engineer Äì Upto 1 Billion/Year,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,31/05/2023 10:22,FALSE,FALSE,Vietnam,,,,HCLTech Vietnam,"['python', 'java', 'sql', 'nosql', 'gcp', 'airflow', 'flow', 'terraform']","{'cloud': ['gcp'], 'libraries': ['airflow'], 'other': ['flow', 'terraform'], 'programming': ['python', 'java', 'sql', 'nosql']}"
